kind	id	required_case_ids
library	apm-zero-length-partition-admission	library:apm-zero-length-partition-admission:complete,library:apm-zero-length-partition-admission:late-detection,library:apm-zero-length-partition-admission:fault
library	hfsplus-volume-header-read-status	library:hfsplus-volume-header-read-status:complete,library:hfsplus-volume-header-read-status:late-detection,library:hfsplus-volume-header-read-status:fault
library	arj-huffman-code-length-admission	library:arj-huffman-code-length-admission:complete,library:arj-huffman-code-length-admission:late-detection,library:arj-huffman-code-length-admission:fault
library	7z-dynbuf-growth-admission	library:7z-dynbuf-growth-admission:complete,library:7z-dynbuf-growth-admission:late-detection,library:7z-dynbuf-growth-admission:fault
library	7z-stream-callback-admission	library:7z-stream-callback-admission:complete,library:7z-stream-callback-admission:late-detection,library:7z-stream-callback-admission:fault
library	7z-ppmd-input-accounting	library:7z-ppmd-input-accounting:complete,library:7z-ppmd-input-accounting:late-detection,library:7z-ppmd-input-accounting:fault
library	pespin-rebuilt-output-size	library:pespin-rebuilt-output-size:complete,library:pespin-rebuilt-output-size:late-detection,library:pespin-rebuilt-output-size:fault
library	bytecode-header-table-size	library:bytecode-header-table-size:complete,library:bytecode-header-table-size:late-detection,library:bytecode-header-table-size:fault
library	mew-section-table-size	library:mew-section-table-size:complete,library:mew-section-table-size:late-detection,library:mew-section-table-size:fault
library	aspack-block-buffer-size	library:aspack-block-buffer-size:complete,library:aspack-block-buffer-size:late-detection,library:aspack-block-buffer-size:fault
library	bm-pattern-table-size	library:bm-pattern-table-size:complete,library:bm-pattern-table-size:late-detection,library:bm-pattern-table-size:fault
library	str2hex-output-size	library:str2hex-output-size:complete,library:str2hex-output-size:late-detection,library:str2hex-output-size:fault
library	base64-length-admission	library:base64-length-admission:complete,library:base64-length-admission:late-detection,library:base64-length-admission:fault
library	uniq-table-size	library:uniq-table-size:complete,library:uniq-table-size:late-detection,library:uniq-table-size:fault
library	bytecode-json-api-admission	library:bytecode-json-api-admission:complete,library:bytecode-json-api-admission:late-detection,library:bytecode-json-api-admission:fault
library	bytecode-api-constructor-atomicity	library:bytecode-api-constructor-atomicity:complete,library:bytecode-api-constructor-atomicity:late-detection,library:bytecode-api-constructor-atomicity:fault
library	bytecode-bzip2-decoder-finalization	library:bytecode-bzip2-decoder-finalization:complete,library:bytecode-bzip2-decoder-finalization:late-detection,library:bytecode-bzip2-decoder-finalization:fault
library	nsis-bzip2-decoder-finalization	library:nsis-bzip2-decoder-finalization:complete,library:nsis-bzip2-decoder-finalization:late-detection,library:nsis-bzip2-decoder-finalization:fault
library	ftw-entry-table-size	library:ftw-entry-table-size:complete,library:ftw-entry-table-size:late-detection,library:ftw-entry-table-size:fault
library	htmlnorm-pointer-table-size	library:htmlnorm-pointer-table-size:complete,library:htmlnorm-pointer-table-size:late-detection,library:htmlnorm-pointer-table-size:fault
matcher	hash-table-size	matcher:hash-table-size:exact-tail,matcher:hash-table-size:limit,matcher:hash-table-size:fault
library	mime-message-table-size	library:mime-message-table-size:complete,library:mime-message-table-size:late-detection,library:mime-message-table-size:fault
library	readdb-table-size-admission	library:readdb-table-size-admission:complete,library:readdb-table-size-admission:late-detection,library:readdb-table-size-admission:fault
library	iconv-cache-table-size	library:iconv-cache-table-size:complete,library:iconv-cache-table-size:late-detection,library:iconv-cache-table-size:fault
library	regex-table-size	library:regex-table-size:complete,library:regex-table-size:late-detection,library:regex-table-size:fault
matcher	byte-compare-table-size	matcher:byte-compare-table-size:exact-tail,matcher:byte-compare-table-size:limit,matcher:byte-compare-table-size:fault
matcher	byte-compare-normalizer-admission	matcher:byte-compare-normalizer-admission:exact-tail,matcher:byte-compare-normalizer-admission:limit,matcher:byte-compare-normalizer-admission:fault
library	phishcheck-url-canon-boundary	library:phishcheck-url-canon-boundary:complete,library:phishcheck-url-canon-boundary:late-detection,library:phishcheck-url-canon-boundary:fault
matcher	ac-root-table-admission	matcher:ac-root-table-admission:exact-tail,matcher:ac-root-table-admission:limit,matcher:ac-root-table-admission:fault
matcher	pcre-meta-table-admission	matcher:pcre-meta-table-admission:exact-tail,matcher:pcre-meta-table-admission:limit,matcher:pcre-meta-table-admission:fault
library	bytecode-vm-pointer-table-admission	library:bytecode-vm-pointer-table-admission:complete,library:bytecode-vm-pointer-table-admission:late-detection,library:bytecode-vm-pointer-table-admission:fault
library	bytecode-layout-size-admission	library:bytecode-layout-size-admission:complete,library:bytecode-layout-size-admission:late-detection,library:bytecode-layout-size-admission:fault
library	jsnorm-decoder-table-admission	library:jsnorm-decoder-table-admission:complete,library:jsnorm-decoder-table-admission:late-detection,library:jsnorm-decoder-table-admission:fault
library	hashtab-capacity-admission	library:hashtab-capacity-admission:complete,library:hashtab-capacity-admission:late-detection,library:hashtab-capacity-admission:fault
library	stats-json-buffer	library:stats-json-buffer:complete,library:stats-json-buffer:late-detection,library:stats-json-buffer:fault
library	pdf-runlength-input-range	library:pdf-runlength-input-range:complete,library:pdf-runlength-input-range:late-detection,library:pdf-runlength-input-range:fault
library	pdf-runlength-end-marker	library:pdf-runlength-end-marker:complete,library:pdf-runlength-end-marker:late-detection,library:pdf-runlength-end-marker:fault
library	utf16-to-utf8-output-size	library:utf16-to-utf8-output-size:complete,library:utf16-to-utf8-output-size:late-detection,library:utf16-to-utf8-output-size:fault
library	pdf-encryption-workspace-admission	library:pdf-encryption-workspace-admission:complete,library:pdf-encryption-workspace-admission:late-detection,library:pdf-encryption-workspace-admission:fault
library	7z-name-buffer-replacement	library:7z-name-buffer-replacement:complete,library:7z-name-buffer-replacement:late-detection,library:7z-name-buffer-replacement:fault
library	7z-individual-allocation-ceiling	library:7z-individual-allocation-ceiling:complete,library:7z-individual-allocation-ceiling:late-detection,library:7z-individual-allocation-ceiling:fault
library	nsis-bzip2-allocation-ceiling	library:nsis-bzip2-allocation-ceiling:complete,library:nsis-bzip2-allocation-ceiling:late-detection,library:nsis-bzip2-allocation-ceiling:fault
library	codepage-conversion-output-ceiling	library:codepage-conversion-output-ceiling:complete,library:codepage-conversion-output-ceiling:late-detection,library:codepage-conversion-output-ceiling:fault
library	pdfng-string-materialization-admission	library:pdfng-string-materialization-admission:complete,library:pdfng-string-materialization-admission:late-detection,library:pdfng-string-materialization-admission:fault
library	mime-multipart-failure-visibility	library:mime-multipart-failure-visibility:complete,library:mime-multipart-failure-visibility:late-detection,library:mime-multipart-failure-visibility:fault
library	mime-header-constructor-failure-visibility	library:mime-header-constructor-failure-visibility:complete,library:mime-header-constructor-failure-visibility:late-detection,library:mime-header-constructor-failure-visibility:fault
library	mime-export-failure-visibility	library:mime-export-failure-visibility:complete,library:mime-export-failure-visibility:late-detection,library:mime-export-failure-visibility:fault
library	openioc-database-admission	library:openioc-database-admission:complete,library:openioc-database-admission:late-detection,library:openioc-database-admission:fault
library	scan-recursion-stack-admission	library:scan-recursion-stack-admission:complete,library:scan-recursion-stack-admission:late-detection,library:scan-recursion-stack-admission:fault
library	hashtab-set-export-admission	library:hashtab-set-export-admission:complete,library:hashtab-set-export-admission:late-detection,library:hashtab-set-export-admission:fault
matcher	ac-match-offset-growth-admission	matcher:ac-match-offset-growth-admission:exact-tail,matcher:ac-match-offset-growth-admission:limit,matcher:ac-match-offset-growth-admission:fault
library	production-cvd-numeric-header	library:production-cvd-numeric-header:complete,library:production-cvd-numeric-header:late-detection,library:production-cvd-numeric-header:fault
library	production-cvd-tar-size	library:production-cvd-tar-size:complete,library:production-cvd-tar-size:late-detection,library:production-cvd-tar-size:fault
library	htmlnorm-transactional-growth	library:htmlnorm-transactional-growth:complete,library:htmlnorm-transactional-growth:late-detection,library:htmlnorm-transactional-growth:fault
library	pe-unpacker-metadata-cleanup	library:pe-unpacker-metadata-cleanup:complete,library:pe-unpacker-metadata-cleanup:late-detection,library:pe-unpacker-metadata-cleanup:fault
library	ishield-cab-decoder-init-cleanup	library:ishield-cab-decoder-init-cleanup:complete,library:ishield-cab-decoder-init-cleanup:late-detection,library:ishield-cab-decoder-init-cleanup:fault
library	hwp-decompressor-init-cleanup	library:hwp-decompressor-init-cleanup:complete,library:hwp-decompressor-init-cleanup:late-detection,library:hwp-decompressor-init-cleanup:fault
library	hwp-decompressor-finalization	library:hwp-decompressor-finalization:complete,library:hwp-decompressor-finalization:late-detection,library:hwp-decompressor-finalization:fault
library	xar-gzip-member-decoder-init-cleanup	library:xar-gzip-member-decoder-init-cleanup:complete,library:xar-gzip-member-decoder-init-cleanup:late-detection,library:xar-gzip-member-decoder-init-cleanup:fault
library	bzip-concatenated-decoder-init-cleanup	library:bzip-concatenated-decoder-init-cleanup:complete,library:bzip-concatenated-decoder-init-cleanup:late-detection,library:bzip-concatenated-decoder-init-cleanup:fault
library	ole2-mso-decoder-init-cleanup	library:ole2-mso-decoder-init-cleanup:complete,library:ole2-mso-decoder-init-cleanup:late-detection,library:ole2-mso-decoder-init-cleanup:fault
library	nsis-nonsolid-decoder-timeout-cleanup	library:nsis-nonsolid-decoder-timeout-cleanup:complete,library:nsis-nonsolid-decoder-timeout-cleanup:late-detection,library:nsis-nonsolid-decoder-timeout-cleanup:fault
library	sis-wrapper-status-type	library:sis-wrapper-status-type:complete,library:sis-wrapper-status-type:late-detection,library:sis-wrapper-status-type:fault
library	mspack-filename-ferror-read	library:mspack-filename-ferror-read:complete,library:mspack-filename-ferror-read:late-detection,library:mspack-filename-ferror-read:fault
library	rust-reader-destination-admission	library:rust-reader-destination-admission:complete,library:rust-reader-destination-admission:late-detection,library:rust-reader-destination-admission:fault
library	mime-bounded-limit-admission	library:mime-bounded-limit-admission:complete,library:mime-bounded-limit-admission:late-detection,library:mime-bounded-limit-admission:fault
library	msexpand-coordinate-width	library:msexpand-coordinate-width:complete,library:msexpand-coordinate-width:late-detection,library:msexpand-coordinate-width:fault
library	sis9x-coordinate-width	library:sis9x-coordinate-width:complete,library:sis9x-coordinate-width:late-detection,library:sis9x-coordinate-width:fault
library	swf-output-size-arithmetic	library:swf-output-size-arithmetic:complete,library:swf-output-size-arithmetic:late-detection,library:swf-output-size-arithmetic:fault
library	fmap-handle-admission	library:fmap-handle-admission:complete,library:fmap-handle-admission:late-detection,library:fmap-handle-admission:fault
library	gpt-native-coordinate-admission	library:gpt-native-coordinate-admission:complete,library:gpt-native-coordinate-admission:late-detection,library:gpt-native-coordinate-admission:fault
library	production-cvd-position-admission	library:production-cvd-position-admission:complete,library:production-cvd-position-admission:late-detection,library:production-cvd-position-admission:fault
library	embedded-pe-legacy-coordinate-admission	library:embedded-pe-legacy-coordinate-admission:complete,library:embedded-pe-legacy-coordinate-admission:late-detection,library:embedded-pe-legacy-coordinate-admission:fault
library	arj-direct-entry-admission	library:arj-direct-entry-admission:complete,library:arj-direct-entry-admission:late-detection,library:arj-direct-entry-admission:fault
library	vba-legacy-project-seeks	library:vba-legacy-project-seeks:complete,library:vba-legacy-project-seeks:late-detection,library:vba-legacy-project-seeks:fault
library	ppt-compressed-atom-boundary	library:ppt-compressed-atom-boundary:complete,library:ppt-compressed-atom-boundary:late-detection,library:ppt-compressed-atom-boundary:fault
library	fmap-pdf-rewind-admission	library:fmap-pdf-rewind-admission:complete,library:fmap-pdf-rewind-admission:late-detection,library:fmap-pdf-rewind-admission:fault
library	onenote-mapped-input-contiguous-admission	library:onenote-mapped-input-contiguous-admission:complete,library:onenote-mapped-input-contiguous-admission:late-detection,library:onenote-mapped-input-contiguous-admission:fault
library	rust-cvd-unpack-borrow-admission	library:rust-cvd-unpack-borrow-admission:complete,library:rust-cvd-unpack-borrow-admission:late-detection,library:rust-cvd-unpack-borrow-admission:fault
library	pe-malformed-magic-admission	library:pe-malformed-magic-admission:complete,library:pe-malformed-magic-admission:late-detection,library:pe-malformed-magic-admission:fault
library	rust-parser-sticky-completion	library:rust-parser-sticky-completion:complete,library:rust-parser-sticky-completion:late-detection,library:rust-parser-sticky-completion:fault
library	magic-scan-context-admission	library:magic-scan-context-admission:complete,library:magic-scan-context-admission:late-detection,library:magic-scan-context-admission:fault
library	magic-scan-options-admission	library:magic-scan-options-admission:complete,library:magic-scan-options-admission:late-detection,library:magic-scan-options-admission:fault
library	magic-scan-dconf-admission	library:magic-scan-dconf-admission:complete,library:magic-scan-dconf-admission:late-detection,library:magic-scan-dconf-admission:fault
library	magic-scan-ingress-dconf-admission	library:magic-scan-ingress-dconf-admission:complete,library:magic-scan-ingress-dconf-admission:late-detection,library:magic-scan-ingress-dconf-admission:fault
library	magic-scan-ingress-options-admission	library:magic-scan-ingress-options-admission:complete,library:magic-scan-ingress-options-admission:late-detection,library:magic-scan-ingress-options-admission:fault
library	nested-scan-entrypoint-admission	library:nested-scan-entrypoint-admission:complete,library:nested-scan-entrypoint-admission:late-detection,library:nested-scan-entrypoint-admission:fault
library	directory-scan-engine-admission	library:directory-scan-engine-admission:complete,library:directory-scan-engine-admission:late-detection,library:directory-scan-engine-admission:fault
library	fmap-memory-input-admission	library:fmap-memory-input-admission:complete,library:fmap-memory-input-admission:late-detection,library:fmap-memory-input-admission:fault
library	scan-ingress-recursion-state	library:scan-ingress-recursion-state:complete,library:scan-ingress-recursion-state:late-detection,library:scan-ingress-recursion-state:fault
library	file-scan-entrypoint-admission	library:file-scan-entrypoint-admission:complete,library:file-scan-entrypoint-admission:late-detection,library:file-scan-entrypoint-admission:fault
library	sis9x-expected-field-admission	library:sis9x-expected-field-admission:complete,library:sis9x-expected-field-admission:late-detection,library:sis9x-expected-field-admission:fault
library	swf-compressed-sticky-completion	library:swf-compressed-sticky-completion:complete,library:swf-compressed-sticky-completion:late-detection,library:swf-compressed-sticky-completion:fault
library	egg-entry-boundaries	library:egg-entry-boundaries:complete,library:egg-entry-boundaries:late-detection,library:egg-entry-boundaries:fault
library	rar-entry-boundaries	library:rar-entry-boundaries:complete,library:rar-entry-boundaries:late-detection,library:rar-entry-boundaries:fault
library	pdf-entry-map-admission	library:pdf-entry-map-admission:complete,library:pdf-entry-map-admission:late-detection,library:pdf-entry-map-admission:fault
library	scan-api-output-admission	library:scan-api-output-admission:complete,library:scan-api-output-admission:late-detection,library:scan-api-output-admission:fault
library	scanfile-parameter-admission	library:scanfile-parameter-admission:complete,library:scanfile-parameter-admission:late-detection,library:scanfile-parameter-admission:fault
library	arj-entry-boundaries	library:arj-entry-boundaries:complete,library:arj-entry-boundaries:late-detection,library:arj-entry-boundaries:fault
library	arj-scan-header-failure-reconciliation	library:arj-scan-header-failure-reconciliation:complete,library:arj-scan-header-failure-reconciliation:late-detection,library:arj-scan-header-failure-reconciliation:fault
library	matcher-sticky-completion	library:matcher-sticky-completion:complete,library:matcher-sticky-completion:late-detection,library:matcher-sticky-completion:fault
library	matcher-metadata-engine-admission	library:matcher-metadata-engine-admission:complete,library:matcher-metadata-engine-admission:late-detection,library:matcher-metadata-engine-admission:fault
library	elf-metadata-sticky-completion	library:elf-metadata-sticky-completion:complete,library:elf-metadata-sticky-completion:late-detection,library:elf-metadata-sticky-completion:fault
library	macho-metadata-sticky-completion	library:macho-metadata-sticky-completion:complete,library:macho-metadata-sticky-completion:late-detection,library:macho-metadata-sticky-completion:fault
library	msxml-reader-initialization-failure	library:msxml-reader-initialization-failure:complete,library:msxml-reader-initialization-failure:late-detection,library:msxml-reader-initialization-failure:fault
library	mspack-header-sticky-completion	library:mspack-header-sticky-completion:complete,library:mspack-header-sticky-completion:late-detection,library:mspack-header-sticky-completion:fault
library	arjsfx-header-sticky-completion	library:arjsfx-header-sticky-completion:complete,library:arjsfx-header-sticky-completion:late-detection,library:arjsfx-header-sticky-completion:fault
library	nsis-sfx-header-sticky-completion	library:nsis-sfx-header-sticky-completion:complete,library:nsis-sfx-header-sticky-completion:late-detection,library:nsis-sfx-header-sticky-completion:fault
library	pdf-exported-metadata	library:pdf-exported-metadata:complete,library:pdf-exported-metadata:late-detection,library:pdf-exported-metadata:fault
library	pdf-preclassification-metadata-record-failure	library:pdf-preclassification-metadata-record-failure:complete,library:pdf-preclassification-metadata-record-failure:late-detection,library:pdf-preclassification-metadata-record-failure:fault
library	autoit-sfx-header-sticky-completion	library:autoit-sfx-header-sticky-completion:complete,library:autoit-sfx-header-sticky-completion:late-detection,library:autoit-sfx-header-sticky-completion:fault
library	ishield-msi-header-sticky-completion	library:ishield-msi-header-sticky-completion:complete,library:ishield-msi-header-sticky-completion:late-detection,library:ishield-msi-header-sticky-completion:fault
library	rar-sfx-header-sticky-completion	library:rar-sfx-header-sticky-completion:complete,library:rar-sfx-header-sticky-completion:late-detection,library:rar-sfx-header-sticky-completion:fault
library	sfx-header-map-admission	library:sfx-header-map-admission:complete,library:sfx-header-map-admission:late-detection,library:sfx-header-map-admission:fault
library	egg-sfx-header-context-admission	library:egg-sfx-header-context-admission:complete,library:egg-sfx-header-context-admission:late-detection,library:egg-sfx-header-context-admission:fault
library	pdf-embedded-header-context-admission	library:pdf-embedded-header-context-admission:complete,library:pdf-embedded-header-context-admission:late-detection,library:pdf-embedded-header-context-admission:fault
library	embedded-header-read-admission	library:embedded-header-read-admission:complete,library:embedded-header-read-admission:late-detection,library:embedded-header-read-admission:fault
library	ooxml-metadata-record-failure	library:ooxml-metadata-record-failure:complete,library:ooxml-metadata-record-failure:late-detection,library:ooxml-metadata-record-failure:fault
library	msxml-json-metadata-failure	library:msxml-json-metadata-failure:complete,library:msxml-json-metadata-failure:late-detection,library:msxml-json-metadata-failure:fault
library	pe-import-metadata-record-failure	library:pe-import-metadata-record-failure:complete,library:pe-import-metadata-record-failure:late-detection,library:pe-import-metadata-record-failure:fault
library	pe-import-result-reconciliation	library:pe-import-result-reconciliation:complete,library:pe-import-result-reconciliation:late-detection,library:pe-import-result-reconciliation:fault
library	pe-header-metadata-record-failure	library:pe-header-metadata-record-failure:complete,library:pe-header-metadata-record-failure:late-detection,library:pe-header-metadata-record-failure:fault
library	pe-packer-metadata-record-failure	library:pe-packer-metadata-record-failure:complete,library:pe-packer-metadata-record-failure:late-detection,library:pe-packer-metadata-record-failure:fault
library	pe-metadata-sticky-completion	library:pe-metadata-sticky-completion:complete,library:pe-metadata-sticky-completion:late-detection,library:pe-metadata-sticky-completion:fault
library	nested-scan-empty-completion	library:nested-scan-empty-completion:complete,library:nested-scan-empty-completion:late-detection,library:nested-scan-empty-completion:fault
library	udf-temporary-output-status-propagation	library:udf-temporary-output-status-propagation:complete,library:udf-temporary-output-status-propagation:late-detection,library:udf-temporary-output-status-propagation:fault
library	dmg-temporary-output-status-propagation	library:dmg-temporary-output-status-propagation:complete,library:dmg-temporary-output-status-propagation:late-detection,library:dmg-temporary-output-status-propagation:fault
library	screnc-resource-result-reconciliation	library:screnc-resource-result-reconciliation:complete,library:screnc-resource-result-reconciliation:late-detection,library:screnc-resource-result-reconciliation:fault
library	fileblob-status-propagation	library:fileblob-status-propagation:complete,library:fileblob-status-propagation:late-detection,library:fileblob-status-propagation:fault
library	tnef-fileblob-status-reconciliation	library:tnef-fileblob-status-reconciliation:complete,library:tnef-fileblob-status-reconciliation:late-detection,library:tnef-fileblob-status-reconciliation:fault
library	uuencode-fileblob-status-reconciliation	library:uuencode-fileblob-status-reconciliation:complete,library:uuencode-fileblob-status-reconciliation:late-detection,library:uuencode-fileblob-status-reconciliation:fault
library	mime-body-spool-status-propagation	library:mime-body-spool-status-propagation:complete,library:mime-body-spool-status-propagation:late-detection,library:mime-body-spool-status-propagation:fault
library	mime-body-export-status-propagation	library:mime-body-export-status-propagation:complete,library:mime-body-export-status-propagation:late-detection,library:mime-body-export-status-propagation:fault
library	mime-caller-export-status-reconciliation	library:mime-caller-export-status-reconciliation:complete,library:mime-caller-export-status-reconciliation:late-detection,library:mime-caller-export-status-reconciliation:fault
library	7z-coder-property-extent	library:7z-coder-property-extent:complete,library:7z-coder-property-extent:late-detection,library:7z-coder-property-extent:fault
library	alz-total-limit-arithmetic	library:alz-total-limit-arithmetic:complete,library:alz-total-limit-arithmetic:late-detection,library:alz-total-limit-arithmetic:fault
library	tar-nonfile-payload-admission	library:tar-nonfile-payload-admission:complete,library:tar-nonfile-payload-admission:late-detection,library:tar-nonfile-payload-admission:fault
library	udf-options-admission	library:udf-options-admission:complete,library:udf-options-admission:late-detection,library:udf-options-admission:fault
library	sis-options-admission	library:sis-options-admission:complete,library:sis-options-admission:late-detection,library:sis-options-admission:fault
library	7z-options-admission	library:7z-options-admission:complete,library:7z-options-admission:late-detection,library:7z-options-admission:fault
library	binhex-options-admission	library:binhex-options-admission:complete,library:binhex-options-admission:late-detection,library:binhex-options-admission:fault
library	hwpml-options-admission	library:hwpml-options-admission:complete,library:hwpml-options-admission:late-detection,library:hwpml-options-admission:fault
library	autoit-options-admission	library:autoit-options-admission:complete,library:autoit-options-admission:late-detection,library:autoit-options-admission:fault
library	msxml-options-admission	library:msxml-options-admission:complete,library:msxml-options-admission:late-detection,library:msxml-options-admission:fault
library	dmg-options-admission	library:dmg-options-admission:complete,library:dmg-options-admission:late-detection,library:dmg-options-admission:fault
library	ishield-options-admission	library:ishield-options-admission:complete,library:ishield-options-admission:late-detection,library:ishield-options-admission:fault
library	nsis-options-admission	library:nsis-options-admission:complete,library:nsis-options-admission:late-detection,library:nsis-options-admission:fault
library	pe-options-admission	library:pe-options-admission:complete,library:pe-options-admission:late-detection,library:pe-options-admission:fault
library	elf-options-admission	library:elf-options-admission:complete,library:elf-options-admission:late-detection,library:elf-options-admission:fault
library	egg-options-admission	library:egg-options-admission:complete,library:egg-options-admission:late-detection,library:egg-options-admission:fault
library	arj-options-admission	library:arj-options-admission:complete,library:arj-options-admission:late-detection,library:arj-options-admission:fault
library	xdp-options-admission	library:xdp-options-admission:complete,library:xdp-options-admission:late-detection,library:xdp-options-admission:fault
library	xar-options-admission	library:xar-options-admission:complete,library:xar-options-admission:late-detection,library:xar-options-admission:fault
library	rtf-options-admission	library:rtf-options-admission:complete,library:rtf-options-admission:late-detection,library:rtf-options-admission:fault
library	alz-directory-payload-admission	library:alz-directory-payload-admission:complete,library:alz-directory-payload-admission:late-detection,library:alz-directory-payload-admission:fault
library	fmap-hash-finalization-status	library:fmap-hash-finalization-status:complete,library:fmap-hash-finalization-status:late-detection,library:fmap-hash-finalization-status:fault
library	xar-hash-finalization-status	library:xar-hash-finalization-status:complete,library:xar-hash-finalization-status:late-detection,library:xar-hash-finalization-status:fault
library	xz-hash-finalization-status	library:xz-hash-finalization-status:complete,library:xz-hash-finalization-status:late-detection,library:xz-hash-finalization-status:fault
library	authenticode-hash-finalization-status	library:authenticode-hash-finalization-status:complete,library:authenticode-hash-finalization-status:late-detection,library:authenticode-hash-finalization-status:fault
feature	database-signature-hash-finalization-status	feature:database-signature-hash-finalization-status:enabled,feature:database-signature-hash-finalization-status:disabled-or-rejection
feature	html-phishing-hash-finalization-status	feature:html-phishing-hash-finalization-status:enabled,feature:html-phishing-hash-finalization-status:disabled-or-rejection
feature	host-id-hash-finalization-status	feature:host-id-hash-finalization-status:enabled,feature:host-id-hash-finalization-status:disabled-or-rejection
library	mspack-options-admission	library:mspack-options-admission:complete,library:mspack-options-admission:late-detection,library:mspack-options-admission:fault
library	hwp-nested-options-admission	library:hwp-nested-options-admission:complete,library:hwp-nested-options-admission:late-detection,library:hwp-nested-options-admission:fault
library	ppt-vba-options-admission	library:ppt-vba-options-admission:complete,library:ppt-vba-options-admission:late-detection,library:ppt-vba-options-admission:fault
library	ole10-options-admission	library:ole10-options-admission:complete,library:ole10-options-admission:late-detection,library:ole10-options-admission:fault
library	rust-parser-options-admission	library:rust-parser-options-admission:complete,library:rust-parser-options-admission:late-detection,library:rust-parser-options-admission:fault
library	pe-icon-time-limit	library:pe-icon-time-limit:complete,library:pe-icon-time-limit:late-detection,library:pe-icon-time-limit:fault
library	pe-resource-walk-time-limit	library:pe-resource-walk-time-limit:complete,library:pe-resource-walk-time-limit:late-detection,library:pe-resource-walk-time-limit:fault
library	hfsplus-compressed-output-size-admission	library:hfsplus-compressed-output-size-admission:complete,library:hfsplus-compressed-output-size-admission:late-detection,library:hfsplus-compressed-output-size-admission:fault
library	ole2-small-block-chain-deadline	library:ole2-small-block-chain-deadline:complete,library:ole2-small-block-chain-deadline:late-detection,library:ole2-small-block-chain-deadline:fault
library	rar-archive-open-status	library:rar-archive-open-status:complete,library:rar-archive-open-status:late-detection,library:rar-archive-open-status:fault
library	arj-direct-extraction-output-status	library:arj-direct-extraction-output-status:complete,library:arj-direct-extraction-output-status:late-detection,library:arj-direct-extraction-output-status:fault
library	egg-archive-index-read-status	library:egg-archive-index-read-status:complete,library:egg-archive-index-read-status:late-detection,library:egg-archive-index-read-status:fault
library	egg-skip-last-member-status	library:egg-skip-last-member-status:complete,library:egg-skip-last-member-status:late-detection,library:egg-skip-last-member-status:fault
library	vba-compressed-read-status	library:vba-compressed-read-status:complete,library:vba-compressed-read-status:late-detection,library:vba-compressed-read-status:fault
library	vba-project-directory-materialized-status	library:vba-project-directory-materialized-status:complete,library:vba-project-directory-materialized-status:late-detection,library:vba-project-directory-materialized-status:fault
library	dmg-materialized-mish-read-status	library:dmg-materialized-mish-read-status:complete,library:dmg-materialized-mish-read-status:late-detection,library:dmg-materialized-mish-read-status:fault
library	ole10-materialized-read-status	library:ole10-materialized-read-status:complete,library:ole10-materialized-read-status:late-detection,library:ole10-materialized-read-status:fault
library	ole2-mso-stream-probe-read-status	library:ole2-mso-stream-probe-read-status:complete,library:ole2-mso-stream-probe-read-status:late-detection,library:ole2-mso-stream-probe-read-status:fault
library	ppt-atom-header-read-status	library:ppt-atom-header-read-status:complete,library:ppt-atom-header-read-status:late-detection,library:ppt-atom-header-read-status:fault
library	ole10-nul-name-read-status	library:ole10-nul-name-read-status:complete,library:ole10-nul-name-read-status:late-detection,library:ole10-nul-name-read-status:fault
library	ole10-fixed-header-read-status	library:ole10-fixed-header-read-status:complete,library:ole10-fixed-header-read-status:late-detection,library:ole10-fixed-header-read-status:fault
library	ppt-compressed-stream-read-status	library:ppt-compressed-stream-read-status:complete,library:ppt-compressed-stream-read-status:late-detection,library:ppt-compressed-stream-read-status:fault
library	word-macro-skip-record-read-status	library:word-macro-skip-record-read-status:complete,library:word-macro-skip-record-read-status:late-detection,library:word-macro-skip-record-read-status:fault
library	ole2-property-name-admission	library:ole2-property-name-admission:complete,library:ole2-property-name-admission:late-detection,library:ole2-property-name-admission:fault
library	bytecode-read-buffer-admission	library:bytecode-read-buffer-admission:complete,library:bytecode-read-buffer-admission:late-detection,library:bytecode-read-buffer-admission:fault
library	gzip-decoder-reset-status	library:gzip-decoder-reset-status:complete,library:gzip-decoder-reset-status:late-detection,library:gzip-decoder-reset-status:fault
library	upx-decoder-status	library:upx-decoder-status:complete,library:upx-decoder-status:late-detection,library:upx-decoder-status:fault
library	hfsplus-catalog-name-admission	library:hfsplus-catalog-name-admission:complete,library:hfsplus-catalog-name-admission:late-detection,library:hfsplus-catalog-name-admission:fault
library	signature-database-hash-update-status	library:signature-database-hash-update-status:complete,library:signature-database-hash-update-status:late-detection,library:signature-database-hash-update-status:fault
library	pe-import-hash-update-status	library:pe-import-hash-update-status:complete,library:pe-import-hash-update-status:late-detection,library:pe-import-hash-update-status:fault
feature	sigtool-cvd-hash-status	feature:sigtool-cvd-hash-status:enabled,feature:sigtool-cvd-hash-status:disabled-or-rejection
library	milter-logical-budget-binding	library:milter-logical-budget-binding:complete,library:milter-logical-budget-binding:late-detection,library:milter-logical-budget-binding:fault
library	milter-exact-stream-digest	library:milter-exact-stream-digest:complete,library:milter-exact-stream-digest:late-detection,library:milter-exact-stream-digest:fault
library	pe-upx-lzma-input-window	library:pe-upx-lzma-input-window:complete,library:pe-upx-lzma-input-window:late-detection,library:pe-upx-lzma-input-window:fault
library	pdf-object-table-rollback	library:pdf-object-table-rollback:complete,library:pdf-object-table-rollback:late-detection,library:pdf-object-table-rollback:fault
